START_ID,END_ID,observation
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,TLX3,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,NPM1,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,FGFR4,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,NSD1,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
ACH-000035,FLT4,0.0
